Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
1049979,2021-11-04,nan,Chennai,AI/ML,Online,224249.78,42,Dropped,nan
1049980,2022-05-01,North,Chennai,Data Science,Online,199500.16,75,Dropped,Placed
1049981,2022-07-10,South,Ahmedabad,nan,Online,182181.22,72,Dropped,Not Placed
1049982,2021-12-08,North,Bengaluru,Web Development,Online,184059.85,93,Ongoing,Not Placed
1049983,2021-10-09,North,Pune,Web Development,Hybrid,210620.88,93,Ongoing,Not Placed
1049984,2021-09-24,East,Ahmedabad,AI/ML,Offline,158403.11,99,Ongoing,nan
1049985,2020-11-05,East,Delhi,Data Science,Offline,116146.01,98,Completed,Not Placed
1049986,2023-09-08,North,nan,Cyber Security,Online,108176.74,43,Ongoing,Not Placed
1049987,2023-02-03,Central,Pune,nan,Online,18071.29,42,Ongoing,Placed
1049988,2020-12-15,North,Chennai,Python,Offline,99027.77,98,Ongoing,Not Placed
1049989,2023-02-20,nan,Hyderabad,Cloud Computing,Online,28270.17,90,nan,nan
1049990,2020-07-14,South,Chennai,AI/ML,Offline,65851.88,93,Completed,Not Placed
1049991,2020-12-27,North,Ahmedabad,Python,Offline,246774.01,63,Completed,Not Placed
1049992,2022-03-31,nan,Mumbai,AI/ML,Hybrid,239527.58,41,Completed,Placed
1049993,2022-08-10,North,Pune,Python,Offline,109995.06,89,Ongoing,Placed
1049994,2021-11-10,South,Delhi,Data Science,Online,172024.62,84,Ongoing,Not Placed
1049995,2021-07-12,Central,Bengaluru,Python,Offline,95395.81,84,Completed,Not Placed
1049996,2022-05-24,South,Pune,Web Development,Online,72324.27,79,Ongoing,Not Placed
1049997,2023-03-28,nan,Pune,Web Development,Online,96019.23,57,Ongoing,Not Eligible
1049998,2021-07-03,North,Delhi,Web Development,Online,28804.31,71,Completed,Not Eligible
1049999,2023-05-08,East,Mumbai,Python,Offline,36127.02,70,nan,Not Placed
1050000,2020-12-03,nan,Bengaluru,Cloud Computing,Online,181959.72,84,Ongoing,nan
1050001,2023-07-22,nan,Hyderabad,Data Science,Online,172952.26,72,nan,Not Placed
1050002,2023-01-19,West,Kolkata,Cyber Security,Online,227898.26,72,Ongoing,Not Eligible
1050003,2022-01-30,nan,Chennai,Python,Online,78496.54,91,nan,Placed
1050004,2023-05-06,South,Ahmedabad,Data Science,Offline,64646.45,41,Dropped,Not Eligible
1050005,2022-02-13,Central,Bengaluru,Data Science,Hybrid,233386.51,98,Completed,Not Eligible
1050006,2021-03-20,South,Hyderabad,Python,Online,183641.72,77,Dropped,nan
1050007,2023-03-20,South,Bengaluru,Cyber Security,Online,33459.44,72,Ongoing,Placed
1050008,2022-09-17,East,Delhi,Data Science,Offline,154533.38,54,Completed,Not Placed
1050009,2022-11-10,nan,Mumbai,Web Development,Offline,228832.03,72,Completed,Not Placed
1050010,2021-11-16,North,Pune,Web Development,Hybrid,16402.61,50,Completed,Not Placed
1050011,2022-10-31,East,Hyderabad,Python,Offline,135029.63,43,Ongoing,Placed
1050012,2021-06-25,North,Delhi,Cloud Computing,Offline,236665.97,67,Dropped,Placed
1050013,2020-07-01,nan,Bengaluru,nan,Offline,125270.81,72,Ongoing,Not Placed
1050014,2020-06-23,nan,Chennai,Cyber Security,Online,68232.04,70,nan,Not Placed
1050015,2021-05-01,South,Pune,Cloud Computing,Hybrid,179824.55,,Dropped,Not Placed
1050016,2021-08-23,nan,Mumbai,Data Science,Hybrid,237632.23,44,Ongoing,Not Eligible
1050017,2021-01-21,Central,Kolkata,AI/ML,Offline,18034.92,99,Completed,Not Eligible
1050018,2020-11-10,Central,Bengaluru,Cyber Security,Offline,41740.41,85,Completed,Not Eligible
1050019,2021-03-28,Central,Chennai,Python,Online,53358.21,87,nan,Not Placed
1050020,2022-01-29,Central,Delhi,Cyber Security,Offline,27120.93,60,Ongoing,Not Placed
1050021,2022-08-09,nan,Bengaluru,Web Development,Hybrid,79978.79,71,Dropped,Placed
1050022,2021-05-24,North,Mumbai,Data Science,Hybrid,215314.32,84,Ongoing,Not Placed
1050023,2022-12-19,South,Hyderabad,Web Development,Offline,113940.6,97,Dropped,Not Placed
1050024,2021-07-21,West,Bengaluru,Python,Online,216570.96,74,nan,Placed
1050025,2021-01-02,West,Pune,nan,Online,23800.27,82,nan,Not Placed
1050026,2020-08-16,South,Delhi,Web Development,Offline,17333.93,48,Dropped,Not Placed
1050027,2023-05-09,nan,Chennai,Cyber Security,Offline,202570.61,88,Ongoing,Not Placed
1050028,2021-04-17,North,Chennai,Python,Online,102998.56,93,Ongoing,Not Placed
1050029,2020-08-29,North,Hyderabad,Cyber Security,Offline,220333.01,87,Ongoing,Placed
1050030,2021-01-01,South,Kolkata,Data Science,Online,5717.25,94,Completed,Not Placed
1050031,2023-08-19,East,Chennai,Web Development,Online,221926.9,82,Completed,Placed
1050032,2021-04-04,nan,Delhi,nan,Online,8813.72,52,Ongoing,Not Placed
1050033,2020-11-06,East,Pune,Web Development,Offline,79063.97,72,Ongoing,Not Placed
1050034,2022-04-16,Central,Mumbai,Web Development,Offline,41652.2,50,Ongoing,Not Placed
1050035,2022-11-30,Central,nan,Web Development,Online,202100.38,65,Ongoing,Not Placed
1050036,2022-04-02,East,Mumbai,Python,Online,6895.39,100,Completed,Not Placed
1050037,2023-06-21,Central,Bengaluru,Python,Online,169086.21,100,Completed,Not Placed
1050038,2022-08-25,North,Pune,Data Science,Hybrid,185056.22,67,Dropped,Placed
1050039,2022-03-30,North,Hyderabad,Cyber Security,Offline,239379.35,77,Completed,nan
1050040,2021-08-13,Central,Ahmedabad,Python,Online,53535.54,100,Ongoing,Not Eligible
1050041,2020-12-24,West,Kolkata,Web Development,Online,168071.19,70,Ongoing,Placed
1050042,2022-06-14,North,Pune,AI/ML,Offline,206856.33,73,Completed,Placed
1050043,2021-01-26,nan,Bengaluru,Cyber Security,Offline,37926.65,94,Ongoing,Not Placed
1050044,2021-12-21,nan,Kolkata,Web Development,Online,56868.86,90,Ongoing,Not Placed
1050045,2020-12-31,Central,Chennai,Cloud Computing,Hybrid,118507.45,45,Ongoing,Not Placed
1050046,2022-08-26,Central,Bengaluru,Python,Offline,115418.73,64,Completed,Not Placed
1050047,2020-10-12,East,Bengaluru,AI/ML,Offline,162045.98,68,Completed,Placed
1050048,2022-04-27,West,Delhi,Python,Online,194924.24,67,Dropped,nan
1050049,2020-08-08,nan,Pune,Cloud Computing,Hybrid,104137.35,92,Dropped,nan
1050050,2021-04-20,East,Kolkata,Web Development,Offline,129156.03,67,Ongoing,Placed
1050051,2022-02-27,nan,Kolkata,Web Development,Offline,27474.33,66,Completed,Not Placed
1050052,2022-07-01,Central,Pune,AI/ML,Online,141090.32,100,Completed,nan
1050053,2022-04-12,nan,Kolkata,Data Science,Online,20197.16,92,nan,Not Placed
1050054,2023-07-22,South,Mumbai,Cyber Security,Hybrid,34107.16,63,Ongoing,Not Eligible
1050055,2022-08-14,South,Hyderabad,Python,Online,237889.81,54,Dropped,Not Placed
1050056,2023-06-15,nan,Chennai,Cyber Security,Online,224568.38,60,Dropped,nan
1050057,2023-07-26,South,nan,Web Development,Hybrid,247477.45,73,Ongoing,Not Eligible
1050058,2023-08-11,East,Pune,Cloud Computing,Hybrid,33394.93,85,Completed,Not Placed
1050059,2020-11-16,Central,Chennai,Web Development,Online,233344.64,91,Completed,nan
1050060,2020-06-07,Central,Bengaluru,nan,Offline,79803.07,81,Dropped,Not Eligible
1050061,2021-06-08,East,nan,Data Science,Offline,237800.98,51,Ongoing,Placed
1050062,2020-06-19,Central,Kolkata,Web Development,Hybrid,175124.21,91,Completed,Not Placed
1050063,2023-04-25,South,Bengaluru,Data Science,Online,169701.75,46,Dropped,Placed
1050064,2021-03-01,South,Kolkata,nan,Online,155131.77,63,Completed,Not Eligible
1050065,2022-04-28,South,Ahmedabad,Python,Online,226170.52,,Completed,Not Placed
1050066,2022-04-14,South,Hyderabad,Python,Offline,43834.35,88,Completed,Not Eligible
1050067,2022-04-30,nan,nan,Cyber Security,Online,121267.34,,Ongoing,Not Placed
1050068,2022-07-07,Central,Delhi,Cyber Security,Online,72201.72,60,Completed,Not Placed
1050069,2021-04-02,East,Delhi,Cyber Security,Offline,213800.99,88,Completed,Placed
1050070,2023-09-10,nan,nan,Python,Offline,242536.07,97,Ongoing,Not Placed
1050071,2021-09-20,Central,Mumbai,Cyber Security,Hybrid,70154.37,48,Ongoing,Not Placed
1050072,2022-03-23,North,Delhi,AI/ML,Hybrid,167270.41,70,Ongoing,Not Eligible
1050073,2021-03-30,Central,Pune,Data Science,Hybrid,153129.11,100,Completed,Not Placed
1050074,2021-07-10,North,Ahmedabad,Cloud Computing,Online,248261.03,51,Completed,Placed
1050075,2021-10-22,West,Hyderabad,Python,Hybrid,238054.98,51,Completed,Placed
1050076,2023-03-29,East,Mumbai,Web Development,Offline,216096.95,51,Dropped,Not Placed
1050077,2023-08-03,East,Ahmedabad,AI/ML,Online,69941.74,50,Completed,Not Placed
1050078,2022-12-15,Central,Mumbai,AI/ML,Offline,114523.34,49,Ongoing,Placed
1050079,2022-11-04,Central,Kolkata,Data Science,Offline,65153.33,50,Dropped,Placed
1050080,2022-11-16,nan,nan,Python,Offline,65875.66,75,Ongoing,Not Placed
1050081,2021-11-30,East,Pune,Python,Offline,236939.32,88,Dropped,Not Placed
1050082,2022-05-05,nan,nan,AI/ML,Online,145485.84,91,Ongoing,Not Placed
1050083,2023-01-10,North,Chennai,Data Science,Online,135207.27,62,Completed,Placed
1050084,2022-01-30,nan,Mumbai,Data Science,Hybrid,223785.12,99,Completed,Not Placed
1050085,2023-04-29,nan,Mumbai,Cyber Security,Hybrid,75908.73,44,Ongoing,Not Placed
1050086,2022-01-18,East,Ahmedabad,Python,Offline,46444.77,59,Ongoing,Not Eligible
1050087,2022-01-05,East,nan,AI/ML,Online,29803.99,74,Completed,nan
1050088,2020-09-24,nan,Bengaluru,nan,Online,240226.83,66,Ongoing,Not Eligible
1050089,2022-03-05,West,Pune,Web Development,Offline,182956.85,70,Completed,Not Eligible
1050090,2021-05-21,East,Kolkata,Cyber Security,Online,35046.82,74,Ongoing,Not Eligible
1050091,2021-12-11,West,Bengaluru,AI/ML,Offline,44462.8,40,Ongoing,Not Eligible
1050092,2022-05-29,Central,nan,Data Science,Offline,204304.65,96,nan,Placed
1050093,2022-08-20,West,Delhi,Data Science,Online,201878.09,76,Completed,Placed
1050094,2021-12-20,West,Pune,Cyber Security,Offline,18641.31,72,Completed,Not Placed
1050095,2022-06-12,South,Pune,Web Development,Offline,131479.94,65,Dropped,Not Eligible
1050096,2023-03-30,nan,Pune,nan,Online,87292.27,74,nan,nan
1050097,2021-11-12,Central,Ahmedabad,Data Science,Offline,93321.08,40,Completed,Not Placed
1050098,2020-11-21,North,Ahmedabad,AI/ML,Online,62815.09,74,Ongoing,Placed
1050099,2022-06-17,nan,Kolkata,AI/ML,Hybrid,84062.21,64,Ongoing,Not Placed
1050100,2022-12-16,South,Kolkata,Data Science,Online,128491.26,67,Ongoing,Not Placed
1050101,2022-07-10,North,Kolkata,Web Development,Hybrid,151574.81,61,Ongoing,Placed
1050102,2021-08-06,East,Mumbai,Python,Online,196265.55,64,Ongoing,Not Placed
1050103,2021-02-17,North,Chennai,Cyber Security,Offline,7982.52,54,Completed,Not Eligible
1050104,2022-04-29,nan,Ahmedabad,AI/ML,Online,5225.85,84,Completed,Not Eligible
1050105,2021-04-13,Central,nan,Python,Offline,27358.58,59,Ongoing,Not Placed
1050106,2022-07-08,North,Bengaluru,Python,Hybrid,149118.9,84,Completed,Placed
1050107,2021-08-08,nan,Kolkata,Web Development,Offline,73469.74,65,Ongoing,Not Placed
1050108,2023-04-27,North,Chennai,Python,Online,145838,99,Ongoing,nan
1050109,2022-01-01,South,Ahmedabad,Cloud Computing,Offline,146848.16,91,Completed,Not Placed
1050110,2022-03-02,North,Kolkata,Python,Online,198845.94,58,Dropped,Not Eligible
1050111,2021-08-24,East,nan,AI/ML,Offline,12754.55,61,Completed,Not Placed
1050112,2023-01-13,nan,Kolkata,Cyber Security,Online,50134.29,66,Dropped,Not Placed
1050113,2022-07-21,South,Kolkata,AI/ML,Offline,61646.56,91,Ongoing,Not Placed
1050114,2021-09-18,East,Pune,nan,Offline,76678.66,95,Dropped,Placed
1050115,2022-12-07,North,Kolkata,Cloud Computing,Hybrid,203652.54,78,Ongoing,Not Eligible
1050116,2023-03-05,nan,Pune,Cloud Computing,Online,81191.6,100,Ongoing,Not Eligible
1050117,2022-01-26,South,Delhi,Python,Hybrid,189015.01,74,Ongoing,Not Placed
1050118,2023-05-01,West,Bengaluru,nan,Online,80432.58,93,Completed,Not Placed
1050119,2021-10-15,North,Chennai,Cyber Security,Online,116286.16,94,Ongoing,nan
1050120,2022-04-20,West,Pune,Web Development,Offline,19391.95,70,Ongoing,Not Placed
1050121,2020-10-01,nan,Kolkata,Data Science,Hybrid,90154.41,42,Completed,nan
1050122,2020-12-01,South,Hyderabad,nan,Online,46136.03,67,nan,Placed
1050123,2022-07-04,nan,nan,AI/ML,Online,121966.65,98,Ongoing,Not Placed
1050124,2021-06-27,West,Kolkata,Cyber Security,Offline,44384.11,95,Dropped,Not Placed
1050125,2021-07-30,South,Bengaluru,Web Development,Online,21434.7,80,nan,Placed
1050126,2022-04-27,nan,Kolkata,Python,Online,58297.53,85,Ongoing,Placed
1050127,2022-04-27,Central,Mumbai,Python,Online,218249.83,74,Completed,Not Eligible
1050128,2022-02-10,West,Bengaluru,Cloud Computing,Online,145714.64,55,Completed,nan
1050129,2022-10-24,nan,nan,nan,Offline,87142.01,82,Dropped,Not Placed
1050130,2020-09-06,nan,Ahmedabad,AI/ML,Online,37108.21,60,Ongoing,Not Placed
1050131,2022-01-30,Central,Ahmedabad,Data Science,Hybrid,125675.25,70,Dropped,Not Eligible
1050132,2021-07-15,West,Hyderabad,nan,Online,238440.85,87,Ongoing,Not Eligible
1050133,2021-07-05,Central,Mumbai,Python,Offline,131627.68,62,Completed,nan
1050134,2021-04-21,West,Kolkata,Python,Online,207965.4,86,Dropped,Not Eligible
1050135,2020-08-02,Central,Bengaluru,Web Development,Online,12734.61,45,Completed,Placed
1050136,2021-03-23,nan,Mumbai,Python,Online,156796.75,43,Ongoing,Not Placed
1050137,2022-12-31,nan,nan,Web Development,Hybrid,134756.92,67,Completed,Not Eligible
1050138,2023-05-05,North,Chennai,Web Development,Offline,184835.74,97,Completed,Not Eligible
1050139,2023-04-14,East,Mumbai,Web Development,Offline,107465.84,73,Dropped,Not Placed
1050140,2021-05-22,North,Bengaluru,Data Science,Online,66169.28,54,Dropped,Placed
1050141,2022-07-19,East,Chennai,Web Development,Offline,158089.59,63,Completed,Not Placed
1050142,2022-11-14,West,Chennai,Web Development,Offline,41082.3,40,Dropped,Placed
1050143,2022-08-27,West,Kolkata,AI/ML,Offline,33436.21,75,Completed,Placed
1050144,2023-05-20,nan,Chennai,Web Development,Offline,139682.68,69,Completed,Not Placed
1050145,2020-08-27,Central,Delhi,Cyber Security,Offline,59330.7,92,Ongoing,Not Eligible
1050146,2021-01-15,East,Pune,nan,Offline,185015.25,52,Ongoing,Not Placed
1050147,2022-05-31,North,Ahmedabad,AI/ML,Online,157310.67,52,Dropped,Not Placed
1050148,2022-03-09,East,Pune,Cloud Computing,Online,197968.44,100,Ongoing,Not Placed
1050149,2021-10-28,nan,Ahmedabad,nan,Online,215525.16,90,Completed,Placed
1050150,2021-03-27,South,Hyderabad,Data Science,Online,14348.32,77,nan,Not Placed
1050151,2020-08-27,East,nan,Python,Offline,212725.77,55,Completed,Not Placed
1050152,2021-11-22,East,Kolkata,Data Science,Online,150982.99,65,Completed,nan
1050153,2023-01-17,Central,Ahmedabad,Cyber Security,Online,59473.09,42,Ongoing,Not Placed
1050154,2020-07-29,Central,Chennai,Cyber Security,Hybrid,205640.66,46,Completed,nan
1050155,2022-03-12,Central,Hyderabad,Web Development,Online,95002.28,75,Completed,Placed
1050156,2021-03-29,West,Ahmedabad,Cyber Security,Hybrid,127728.73,43,Completed,Placed
1050157,2021-11-19,nan,Bengaluru,Python,Offline,66446.95,59,nan,Placed
1050158,2020-06-28,North,Pune,AI/ML,Offline,44422.48,85,Dropped,Not Placed
1050159,2022-06-01,East,Delhi,AI/ML,Online,115071.52,54,Ongoing,Not Placed
1050160,2021-08-27,Central,Mumbai,Web Development,Online,130048.43,45,Dropped,Placed
1050161,2020-07-10,nan,Pune,Cyber Security,Online,207476.14,78,Ongoing,Not Eligible
1050162,2021-04-09,nan,Hyderabad,nan,Offline,134641.79,68,Dropped,Placed
1050163,2020-08-23,nan,Ahmedabad,Cyber Security,Online,151164.45,85,Ongoing,Not Eligible
1050164,2023-06-23,nan,Ahmedabad,AI/ML,Online,102486.16,41,Dropped,Not Placed
1050165,2022-10-01,West,Kolkata,Cyber Security,Online,15438.38,66,Ongoing,Placed
1050166,2023-07-19,South,Ahmedabad,Cyber Security,Offline,247366.24,43,Ongoing,Placed
1050167,2020-10-15,South,nan,AI/ML,Offline,74615.6,76,Dropped,Not Eligible
1050168,2021-09-07,nan,Pune,Web Development,Offline,43068.91,76,nan,Placed
1050169,2020-12-01,nan,Pune,Data Science,Offline,24843.7,89,Ongoing,Not Eligible
1050170,2020-08-15,Central,Bengaluru,Data Science,Online,133323.9,84,Completed,Placed
1050171,2021-10-25,West,Bengaluru,Cyber Security,Online,26046.81,71,Completed,Placed
1050172,2022-01-18,Central,nan,Data Science,Online,126425.15,98,Completed,Not Placed
1050173,2020-10-24,Central,Mumbai,Cloud Computing,Hybrid,240707.36,51,Ongoing,Not Placed
1050174,2021-06-16,Central,Chennai,Web Development,Online,228849.61,64,Ongoing,Not Eligible
1050175,2022-04-18,Central,Kolkata,Cyber Security,Hybrid,137110.86,63,Ongoing,Not Placed
1050176,2023-07-06,West,Delhi,Cyber Security,Hybrid,110870.11,70,Completed,Placed
1050177,2022-10-10,South,Pune,Data Science,Online,48385.48,47,Dropped,Not Placed
1050178,2023-02-15,Central,Pune,Web Development,Online,223577.14,60,Ongoing,Not Placed
1050179,2020-07-28,nan,Chennai,Cyber Security,Offline,136349.24,100,Ongoing,Placed
1050180,2022-06-28,nan,Delhi,Cloud Computing,Offline,18335.49,63,Dropped,Not Placed
1050181,2022-10-05,Central,Kolkata,Web Development,Online,194454.53,94,Completed,Placed
1050182,2023-06-25,Central,Pune,Web Development,Offline,138891.44,40,Ongoing,Not Eligible
1050183,2021-05-16,South,Pune,nan,Online,214001.83,81,Completed,Placed
1050184,2020-07-16,Central,Kolkata,Data Science,Offline,5053.17,84,Ongoing,Placed
1050185,2022-07-28,South,Ahmedabad,Web Development,Offline,9082.23,82,Completed,nan
1050186,2022-07-16,nan,Delhi,Web Development,Online,15904.55,58,Ongoing,Placed
1050187,2023-06-28,West,Mumbai,AI/ML,Hybrid,143991.82,96,Ongoing,Not Eligible
1050188,2021-12-30,nan,Bengaluru,Data Science,Online,87761.69,98,Ongoing,Not Placed
1050189,2023-08-02,North,Pune,AI/ML,Hybrid,153000.74,96,Ongoing,Not Eligible
1050190,2023-06-21,South,Ahmedabad,Data Science,Offline,165440.67,,nan,Not Placed
1050191,2021-06-17,nan,nan,Data Science,Hybrid,32863.6,86,Ongoing,Placed
1050192,2022-07-21,nan,Hyderabad,Python,Online,115857.1,63,Completed,Placed
1050193,2020-09-02,East,Pune,Python,Offline,179308.56,44,Completed,Placed
1050194,2021-06-30,East,Mumbai,Cyber Security,Offline,116263.45,57,Completed,Placed
1050195,2021-05-23,South,Delhi,nan,Offline,154869.83,75,nan,Not Placed
1050196,2020-08-25,North,Kolkata,nan,Online,27813.52,63,Ongoing,Not Placed
1050197,2022-05-19,Central,Kolkata,Data Science,Online,16012.08,48,Ongoing,Placed
1050198,2021-05-13,East,Hyderabad,nan,Offline,39197.46,83,Completed,Not Placed
1050199,2020-07-10,North,Mumbai,Web Development,Offline,200090.53,43,Completed,Not Eligible
1050200,2023-09-10,nan,Hyderabad,nan,Offline,47548.74,89,Ongoing,Not Placed
1050201,2022-11-21,North,Chennai,nan,Online,55295.83,59,Ongoing,Not Eligible
1050202,2023-03-28,West,Pune,nan,Online,229154.53,100,Ongoing,Not Eligible
1050203,2023-07-14,North,Pune,Web Development,Hybrid,161887.51,82,Ongoing,Placed
1050204,2023-03-30,Central,Delhi,Python,Hybrid,17153.66,66,Ongoing,Not Eligible
1050205,2021-08-21,West,nan,AI/ML,Online,111097.06,86,Ongoing,Not Eligible
1050206,2020-08-05,nan,Chennai,Python,Online,112383.89,47,Ongoing,nan
1050207,2020-07-28,South,Ahmedabad,nan,Online,96425.82,42,Dropped,Not Eligible
1050208,2021-08-31,nan,Kolkata,Cloud Computing,Online,39441.35,40,Ongoing,Not Placed
1050209,2021-01-07,South,Mumbai,Python,Offline,242007.42,78,Ongoing,Placed
1050210,2022-08-14,South,nan,Web Development,Online,146105.14,70,Ongoing,Placed
1050211,2023-01-27,South,Chennai,nan,Online,167678.05,87,Ongoing,Placed
1050212,2023-06-30,Central,Hyderabad,AI/ML,Online,61516.84,91,Ongoing,Not Placed
1050213,2023-01-14,nan,nan,Python,Online,191298.61,,Dropped,Not Placed
1050214,2023-07-14,nan,Mumbai,Data Science,Offline,152193.55,52,Ongoing,Not Placed
1050215,2022-05-31,West,Bengaluru,Cloud Computing,Online,213949.43,86,Completed,Not Placed
1050216,2023-05-17,South,Chennai,Web Development,Offline,185607.2,82,Ongoing,Placed
1050217,2023-08-15,nan,Delhi,Data Science,Offline,204863.99,90,Completed,Not Placed
1050218,2022-04-05,West,Bengaluru,Cyber Security,Online,222823.87,95,Completed,Not Placed
1050219,2023-06-21,West,Kolkata,Python,Hybrid,7297.3,63,Ongoing,Not Eligible
1050220,2020-08-20,North,Kolkata,nan,Offline,107783.54,89,Ongoing,Not Eligible
1050221,2021-11-16,Central,Delhi,nan,Online,155474.1,47,Ongoing,Not Eligible
1050222,2023-01-05,nan,Kolkata,Cyber Security,Online,91446.16,96,Ongoing,Placed
1050223,2022-01-21,West,Ahmedabad,Cyber Security,Online,11151.33,77,Completed,nan
1050224,2022-03-11,South,Mumbai,AI/ML,Offline,46059.33,,Dropped,Placed
1050225,2022-12-26,nan,Mumbai,AI/ML,Offline,83383.6,84,nan,Not Placed
1050226,2023-04-01,South,Mumbai,Python,Online,87944.2,79,Completed,Not Eligible
1050227,2023-03-29,South,Ahmedabad,Python,Online,217905.8,91,nan,Not Eligible
1050228,2022-01-21,East,Chennai,Cyber Security,Online,64119.11,78,Completed,Not Placed
1050229,2022-09-23,West,nan,nan,Online,240466.54,85,Completed,Not Eligible
1050230,2023-04-09,Central,nan,Cloud Computing,Online,154299.62,63,Ongoing,Not Placed
1050231,2021-04-26,North,Kolkata,nan,Hybrid,108758.57,52,Completed,Not Placed
1050232,2023-06-18,West,Ahmedabad,Python,Hybrid,189573.78,78,Completed,Not Placed
1050233,2021-01-02,East,Chennai,Python,Hybrid,52033.3,93,Completed,Not Placed
1050234,2021-08-13,East,Mumbai,Web Development,Hybrid,244771.46,70,Ongoing,Not Placed
1050235,2020-09-05,nan,Ahmedabad,Cloud Computing,Offline,174417.16,51,Completed,Not Placed
1050236,2022-12-17,South,Kolkata,Python,Online,112058.68,74,Dropped,Not Placed
1050237,2022-12-24,East,Ahmedabad,Cyber Security,Online,126812.91,97,Completed,Placed
1050238,2020-06-01,West,Mumbai,Python,Online,183775.85,47,nan,nan
1050239,2023-03-25,West,Delhi,Python,Online,122260.74,50,Dropped,Not Placed
1050240,2022-02-20,Central,Delhi,Cloud Computing,Online,192320.34,62,Ongoing,Not Eligible
1050241,2022-06-11,Central,Kolkata,nan,Hybrid,215426.5,59,Completed,Not Placed
1050242,2022-09-29,South,Hyderabad,Python,Online,214984.05,97,Completed,Not Placed
1050243,2021-06-09,East,nan,Python,Online,137239.96,86,nan,Placed
1050244,2022-06-29,North,Mumbai,Cyber Security,Online,99478.11,72,Ongoing,Not Eligible
1050245,2022-07-07,nan,Chennai,Data Science,Online,34920.9,94,Ongoing,Not Eligible
1050246,2020-06-09,Central,Kolkata,Cloud Computing,Online,227170.65,93,Ongoing,Placed
1050247,2021-06-11,nan,Mumbai,AI/ML,Online,148989.53,50,Completed,Not Placed
1050248,2023-08-27,East,Hyderabad,Cyber Security,Online,60868.43,56,Ongoing,Not Placed
1050249,2021-07-16,East,Delhi,Python,Hybrid,80142.03,44,nan,nan
1050250,2020-12-19,North,Pune,AI/ML,Offline,26389.46,59,Dropped,Placed
1050251,2021-06-01,East,Mumbai,Cyber Security,Online,63242.81,99,Ongoing,Not Placed
1050252,2023-03-28,East,Ahmedabad,Web Development,Online,9612.47,46,Ongoing,Placed
1050253,2020-06-21,North,nan,Web Development,Online,21797.34,57,Completed,Not Eligible
1050254,2020-09-16,nan,Chennai,Web Development,Hybrid,157759.45,40,Dropped,Placed
1050255,2021-12-19,Central,Delhi,Data Science,Offline,44137.07,65,Dropped,Not Placed
1050256,2020-12-20,North,Pune,Web Development,Offline,54381.35,43,Completed,Placed
1050257,2020-09-25,South,Pune,Data Science,Offline,236007.77,95,Completed,Placed
1050258,2023-02-24,nan,Ahmedabad,Python,Online,100622.29,74,Dropped,Not Placed
1050259,2023-02-05,Central,Mumbai,Web Development,Online,64827.42,58,Ongoing,Placed
1050260,2022-06-29,North,Bengaluru,AI/ML,Online,6156.62,54,Ongoing,Not Placed
1050261,2022-08-21,South,nan,AI/ML,Online,37850.48,88,Ongoing,Placed
1050262,2022-03-22,nan,Bengaluru,Web Development,Offline,67122.82,78,Completed,Not Placed
1050263,2021-03-12,East,Bengaluru,Data Science,Online,152164.07,55,Dropped,Placed
1050264,2021-09-27,nan,Kolkata,Web Development,Online,122945.14,73,Dropped,Placed
1050265,2021-10-18,nan,Ahmedabad,Data Science,Online,24633.05,81,Ongoing,Not Placed
1050266,2020-06-11,nan,Hyderabad,Python,Offline,110314.11,84,Ongoing,Placed
1050267,2021-11-09,nan,Hyderabad,Data Science,Hybrid,205343.58,68,Ongoing,Not Placed
1050268,2022-06-09,Central,Chennai,Python,Hybrid,160829.34,56,Ongoing,Not Eligible
1050269,2022-08-21,nan,Kolkata,AI/ML,Online,21387.15,73,Ongoing,Not Placed
1050270,2023-03-11,West,Bengaluru,Cloud Computing,Offline,80151.65,88,Ongoing,Not Placed
1050271,2022-07-15,South,Chennai,Web Development,Offline,32430.99,81,Ongoing,Placed
1050272,2020-06-04,East,nan,Data Science,Online,128920.66,59,Completed,Not Placed
1050273,2023-01-17,nan,Delhi,AI/ML,Offline,119000.15,47,Completed,nan
1050274,2020-08-04,West,Mumbai,Python,Offline,149151.51,84,Ongoing,nan
1050275,2021-04-25,North,Delhi,Python,Offline,64659.31,48,Completed,Placed
1050276,2022-04-02,West,Bengaluru,Data Science,Offline,7614.12,48,Ongoing,Placed
1050277,2023-06-02,West,Delhi,Data Science,Hybrid,229937.91,48,nan,Not Eligible
1050278,2022-07-08,East,Delhi,AI/ML,Hybrid,103494.19,97,Dropped,Not Placed
1050279,2021-05-19,East,nan,nan,Online,206044.41,92,Ongoing,Placed
1050280,2021-04-14,nan,Ahmedabad,Cloud Computing,Offline,186055.89,55,Dropped,Placed
1050281,2023-01-25,West,Delhi,Python,Hybrid,104536.8,92,Ongoing,Placed
1050282,2020-06-11,North,Delhi,Cyber Security,Hybrid,25498.57,45,Completed,Placed
1050283,2023-01-17,West,Pune,Python,Online,144043.08,71,Ongoing,Placed
1050284,2021-04-21,North,Mumbai,Data Science,Online,165384.45,86,Completed,Not Placed
1050285,2023-04-17,nan,nan,AI/ML,Online,162998.67,66,Dropped,Not Eligible
1050286,2022-07-07,West,Delhi,Web Development,Online,25869.28,96,nan,Placed
